iter	Passed	Remaining
241	555	1740
242	556	1735
243	558	1731
244	560	1726
245	562	1722
246	564	1719
247	565	1714
248	566	1708
249	567	1703
250	570	1701
251	572	1699
252	574	1695
253	577	1695
254	578	1690
255	583	1696
256	585	1692
257	587	1690
258	590	1688
259	591	1684
260	594	1682
261	596	1679
262	597	1674
263	603	1681
264	608	1687
265	610	1684
266	611	1680
267	613	1675
268	615	1672
269	617	1670
270	619	1667
271	621	1663
272	623	1660
273	625	1657
274	626	1652
275	628	1649
276	630	1646
277	632	1642
278	633	1638
279	636	1635
280	637	1631
281	642	1634
282	644	1633
283	646	1630
284	649	1629
285	651	1625
286	653	1623
287	656	1622
288	657	1618
289	659	1614
290	663	1616
291	666	1614
292	668	1612
293	669	1607
294	671	1604
295	673	1602
296	675	1598
297	679	1600
298	681	1596
299	682	1591
300	683	1588
301	685	1583
302	686	1579
303	688	1575
304	690	1573
305	692	1569
306	693	1566
307	697	1566
308	698	1562
309	700	1559
310	702	1557
311	704	1553
312	705	1549
313	707	1545
314	709	1543
315	710	1538
316	711	1533
317	712	1528
318	714	1524
319	715	1520
320	716	1516
321	718	1513
322	719	1508
323	721	1504
324	722	1499
325	724	1497
326	726	1494
327	727	1490
328	728	1486
329	730	1482
330	731	1479
331	733	1475
332	734	1471
333	736	1468
334	738	1466
335	739	1461
336	740	1457
337	742	1453
338	743	1449
339	745	1446
340	746	1443
341	748	1440
342	750	1436
343	751	1433
344	753	1430
345	754	1426
346	756	1424
347	758	1421
348	759	1417
349	761	1413
350	762	1409
351	764	1408
352	766	1405
353	768	1402
354	770	1399
355	771	1396
356	773	1392
357	774	1389
358	776	1387
359	778	1383
360	780	1381
361	782	1378
362	783	1375
363	785	1372
364	787	1369
365	788	1365
366	790	1362
367	792	1360
368	793	1357
369	795	1353
370	796	1349
371	797	1346
372	798	1342
373	799	1338
374	801	1336
375	803	1333
376	804	1330
377	806	1327
378	808	1324
379	809	1320
380	810	1317
381	812	1314
382	813	1311
383	815	1307
384	816	1304
385	818	1301
386	819	1298
387	821	1295
388	822	1291
389	823	1288
390	825	1286
391	826	1282
392	828	1278
393	829	1276
394	831	1273
395	832	1269
396	833	1266
397	835	1262
398	836	1260
399	838	1257
400	839	1253
401	840	1250
402	842	1247
403	843	1244
404	844	1240
405	845	1237
406	847	1234
407	848	1231
408	850	1228
409	851	1225
410	852	1222
411	854	1219
412	855	1216
413	857	1213
414	858	1210
415	859	1207
416	861	1204
417	863	1201
418	864	1198
419	865	1195
420	867	1193
421	868	1190
422	870	1187
423	871	1183
424	873	1181
425	874	1177
426	875	1174
427	876	1171
428	878	1169
429	879	1165
430	880	1162
431	881	1159
432	882	1156
433	885	1154
434	886	1151
435	887	1148
436	888	1145
437	890	1142
438	891	1139
439	892	1135
440	893	1132
441	894	1129
442	895	1126
443	897	1123
444	898	1120
445	899	1117
446	900	1114
447	902	1111
448	903	1108
449	904	1105
450	905	1102
451	906	1099
452	908	1096
453	909	1093
454	910	1090
455	911	1086
456	912	1084
457	913	1081
458	914	1078
459	915	1074
460	916	1071
461	917	1068
462	918	1065
463	919	1062
464	920	1059
465	921	1056
466	922	1053
467	923	1050
468	925	1047
469	926	1045
470	927	1041
471	928	1038
472	929	1035
473	930	1032
474	931	1029
475	932	1026
476	933	1024
477	934	1020
478	936	1018
479	937	1015
480	938	1012
481	939	1010
482	941	1007
483	942	1004
484	943	1001
485	944	999
486	945	996
487	946	993
488	947	990
489	949	987
490	950	985
491	951	982
492	952	979
493	953	976
494	954	974
495	956	971
496	957	968
497	958	966
498	959	963
499	960	960
500	961	957
501	963	955
502	964	952
503	965	949
504	966	947
505	967	944
506	968	942
507	969	939
508	970	936
509	971	933
510	972	930
511	973	928
512	975	925
513	976	923
514	977	920
515	978	917
516	979	914
517	980	912
518	982	910
519	983	907
520	984	905
521	985	902
522	987	900
523	988	897
524	989	895
525	991	893
526	992	890
527	994	888
528	995	886
529	996	884
530	998	881
531	1000	879
532	1001	877
533	1002	875
534	1004	872
535	1005	870
536	1006	867
537	1008	865
538	1009	863
539	1011	861
540	1013	859
541	1015	857
542	1016	855
543	1018	853
544	1019	851
545	1021	849
546	1023	847
547	1025	845
548	1027	843
549	1029	842
550	1031	840
551	1033	838
552	1036	837
553	1039	836
554	1043	836
555	1046	835
556	1048	834
557	1051	832
558	1053	831
559	1055	829
560	1056	826
561	1058	825
562	1060	823
563	1062	821
564	1064	819
565	1066	817
566	1068	815
567	1070	813
568	1072	812
569	1074	810
570	1076	809
571	1079	807
572	1081	806
573	1085	805
574	1088	804
575	1093	804
576	1099	805
577	1102	804
578	1108	806
579	1116	808
580	1121	808
581	1123	806
582	1126	805
583	1129	804
584	1134	804
585	1136	802
586	1140	802
587	1142	800
588	1144	798
589	1147	797
590	1149	795
591	1152	794
592	1155	792
593	1159	792
594	1161	790
595	1163	788
596	1167	787
597	1170	786
598	1173	785
599	1176	784
600	1179	782
601	1182	781
602	1185	780
603	1188	778
604	1189	776
605	1191	774
606	1192	772
607	1195	770
608	1199	770
609	1200	767
610	1202	765
611	1204	763
612	1206	761
613	1208	759
614	1209	757
615	1212	755
616	1213	753
617	1214	750
618	1215	748
619	1218	746
620	1219	744
621	1221	742
622	1223	740
623	1224	737
624	1225	735
625	1227	733
626	1228	730
627	1230	728
628	1232	726
629	1233	724
630	1234	721
631	1235	719
632	1237	717
633	1238	715
634	1239	712
635	1241	710
636	1243	708
637	1245	706
638	1246	704
639	1248	702
640	1249	699
641	1250	697
642	1252	695
643	1254	693
644	1255	691
645	1257	688
646	1258	686
647	1259	684
648	1261	682
649	1262	679
650	1263	677
651	1264	674
652	1265	672
653	1267	670
654	1268	668
655	1269	665
656	1270	663
657	1271	661
658	1273	658
659	1274	656
660	1275	654
661	1276	651
662	1278	649
663	1279	647
664	1280	645
665	1281	642
666	1283	640
667	1284	638
668	1286	636
669	1287	634
670	1288	631
671	1290	629
672	1291	627
673	1292	625
674	1293	622
675	1294	620
676	1296	618
677	1297	616
678	1298	613
679	1299	611
680	1300	609
681	1301	606
682	1303	604
683	1304	602
684	1305	600
685	1307	598
686	1308	596
687	1310	594
688	1311	591
689	1312	589
690	1314	587
691	1315	585
692	1316	583
693	1317	581
694	1319	578
695	1321	577
696	1322	574
697	1324	572
698	1325	570
699	1327	568
700	1328	566
701	1330	564
702	1331	562
703	1333	560
704	1335	558
705	1336	556
706	1337	554
707	1339	552
708	1341	550
709	1342	548
710	1344	546
711	1345	544
712	1347	542
713	1348	540
714	1349	538
715	1351	536
716	1353	534
717	1354	532
718	1356	530
719	1358	528
720	1360	526
721	1361	524
722	1364	522
723	1366	521
724	1368	519
725	1370	517
726	1372	515
727	1374	513
728	1376	511
729	1378	509
730	1379	507
731	1382	506
732	1383	504
733	1385	502
734	1386	500
735	1389	498
736	1391	496
737	1392	494
738	1394	492
739	1396	490
740	1397	488
741	1399	486
742	1401	484
743	1403	482
744	1404	480
745	1406	478
746	1407	476
747	1408	474
748	1410	472
749	1412	470
750	1414	468
751	1415	466
752	1417	464
753	1418	462
754	1420	460
755	1421	458
756	1423	456
757	1425	455
758	1426	452
759	1427	450
760	1428	448
761	1430	446
762	1432	444
763	1433	442
764	1435	440
765	1437	438
766	1438	436
767	1439	434
768	1441	432
769	1443	431
770	1444	428
771	1445	426
772	1446	424
773	1449	423
774	1450	421
775	1452	419
776	1453	417
777	1455	415
778	1456	413
779	1458	411
780	1459	409
781	1461	407
782	1462	405
783	1464	403
784	1465	401
785	1467	399
786	1469	397
787	1470	395
788	1471	393
789	1473	391
790	1474	389
791	1475	387
792	1477	385
793	1479	383
794	1480	381
795	1482	379
796	1483	377
797	1485	376
798	1487	374
799	1488	372
800	1489	370
801	1491	368
802	1492	366
803	1494	364
804	1495	362
805	1497	360
806	1498	358
807	1500	356
808	1503	354
809	1504	352
810	1506	350
811	1507	349
812	1510	347
813	1511	345
814	1512	343
815	1514	341
816	1516	339
817	1517	337
818	1518	335
819	1521	333
820	1522	332
821	1524	330
822	1525	328
823	1527	326
824	1528	324
825	1530	322
826	1531	320
827	1533	318
828	1534	316
829	1535	314
830	1536	312
831	1539	310
832	1540	308
833	1541	306
834	1543	304
835	1545	303
836	1546	301
837	1547	299
838	1548	297
839	1550	295
840	1552	293
841	1553	291
842	1554	289
843	1556	287
844	1558	285
845	1559	283
846	1560	281
847	1561	279
848	1563	278
849	1564	276
850	1566	274
851	1567	272
852	1569	270
853	1570	268
854	1572	266
855	1574	264
856	1576	262
857	1577	261
858	1578	259
859	1580	257
860	1581	255
861	1583	253
862	1585	251
863	1586	249
864	1588	247
865	1589	246
866	1591	244
867	1593	242
868	1594	240
869	1595	238
870	1597	236
871	1599	234
872	1600	232
873	1601	230
874	1603	229
875	1604	227
876	1606	225
877	1607	223
878	1609	221
879	1611	219
880	1612	217
881	1613	215
882	1615	214
883	1617	212
884	1619	210
885	1620	208
886	1621	206
887	1623	204
888	1625	202
889	1627	201
890	1628	199
891	1630	197
892	1631	195
893	1632	193
894	1633	191
895	1635	189
896	1637	187
897	1638	186
898	1639	184
899	1640	182
900	1642	180
901	1643	178
902	1645	176
903	1646	174
904	1648	173
905	1649	171
906	1650	169
907	1652	167
908	1654	165
909	1656	163
910	1658	162
911	1660	160
912	1662	158
913	1663	156
914	1667	154
915	1669	153
916	1672	151
917	1673	149
918	1675	147
919	1676	145
920	1678	143
921	1679	142
922	1680	140
923	1682	138
924	1684	136
925	1685	134
926	1687	132
927	1688	131
928	1690	129
929	1692	127
930	1693	125
931	1696	123
932	1697	121
933	1698	120
934	1700	118
935	1702	116
936	1703	114
937	1704	112
938	1707	110
939	1708	109
940	1709	107
941	1710	105
942	1712	103
943	1714	101
944	1715	99
945	1717	98
946	1718	96
947	1720	94
948	1721	92
949	1722	90
950	1724	88
951	1726	87
952	1727	85
953	1729	83
954	1731	81
955	1732	79
956	1734	77
957	1735	76
958	1737	74
959	1739	72
960	1741	70
961	1742	68
962	1744	67
963	1745	65
964	1747	63
965	1749	61
966	1750	59
967	1752	57
968	1753	56
969	1755	54
970	1756	52
971	1757	50
972	1759	48
973	1761	47
974	1762	45
975	1763	43
976	1764	41
977	1766	39
978	1768	37
979	1770	36
980	1771	34
981	1772	32
982	1774	30
983	1775	28
984	1777	27
985	1778	25
986	1780	23
987	1781	21
988	1782	19
989	1784	18
990	1786	16
991	1788	14
992	1789	12
993	1791	10
994	1793	9
995	1795	7
996	1796	5
997	1798	3
998	1799	1
999	1801	0
